,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
886276,2011,PR,Puerto Rico,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Age-adjusted Prevalence,60.2,,,54.7,65.5,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_1,AGEADJPREV,OVERALL,OVR
886277,2018,PR,Puerto Rico,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Crude Prevalence,11.1,,,9.2,13.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,OLD,OLD3_2,CRDPREV,RACE,HIS
886278,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,48.9,,,45.6,52.3,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_3,CRDPREV,OVERALL,OVR
886280,2011,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,56.4,,,50.1,62.4,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA11_1,CRDPREV,GENDER,GENM
886283,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,19.5,,,16.9,22.4,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENM
886285,2012,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.7,,,32.5,36.9,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW10_0,AGEADJPREV,GENDER,GENM
886287,2016,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,45.5,,,35.0,56.4,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,GENDER,GENM
886290,2014,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,4.3,,,3.1,5.9,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC5_2,CRDPREV,OVERALL,OVR
886294,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,11.5,,,7.3,17.7,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0,CRDPREV,GENDER,GENF
886295,2017,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,20.3,,,12.9,30.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_1,AGEADJPREV,RACE,HIS
886297,2012,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,22.8,,,18.0,28.4,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,CRDPREV,OVERALL,OVR
886300,2011,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,20.9,,,16.7,25.7,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,OVERALL,OVR
886303,2018,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,56.9,,,47.3,66.0,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA12_2,AGEADJPREV,GENDER,GENM
886308,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Crude Prevalence,5.4,,,4.6,6.3,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW11_2,CRDPREV,OVERALL,OVR
886310,2013,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,27.1,,,24.8,29.5,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,CRDPREV,GENDER,GENM
886313,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,24.6,,,17.8,32.9,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD9_1,AGEADJPREV,OVERALL,OVR
886317,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.6,,,25.3,28.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS
886324,2012,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,29.3,,,24.6,34.6,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_2,AGEADJPREV,GENDER,GENF
886328,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,20.3,,,16.0,25.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD9_1,CRDPREV,RACE,HIS
886330,2013,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,19.3,,,15.0,24.3,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,OVERALL,OVR
886331,2016,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,21.9,,,20.6,23.2,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_1,AGEADJPREV,OVERALL,OVR
886340,2016,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,16.0,,,10.4,23.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD10_1,AGEADJPREV,RACE,HIS
886346,2015,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,21.2,,,16.8,26.6,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_1,CRDPREV,GENDER,GENF
886349,2019,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,24.2,,,22.8,25.7,Overall,Overall,POINT (-66.590149 18.220833),72,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR
886359,2018,PR,Puerto Rico,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,83.5,,,80.8,85.8,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN1_0,CRDPREV,OVERALL,OVR
886361,2019,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,23.3,,,18.7,28.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST5_1,AGEADJPREV,RACE,HIS
886364,2015,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,0.7,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.3,1.3,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW4_2,MEDIAN,GENDER,GENM
886368,2014,PR,Puerto Rico,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,77.4,,,75.0,79.6,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN2_1,CRDPREV,OVERALL,OVR
886370,2018,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,65.2,,,62.0,68.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART4_0,CRDPREV,RACE,HIS
886375,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,3.4,,,2.5,4.5,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0,CRDPREV,GENDER,GENM
886378,2017,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,31.2,,,25.3,37.9,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_3,CRDPREV,GENDER,GENM
886379,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,%,Crude Prevalence,52.7,,,49.6,55.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW2_3,CRDPREV,RACE,HIS
886381,2016,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,70.2,,,68.5,72.0,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH1_1,AGEADJPREV,OVERALL,OVR
886385,2014,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,31.7,,,26.4,37.4,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,CRDPREV,OVERALL,OVR
886388,2014,PR,Puerto Rico,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,Crude Prevalence,77.1,,,73.8,80.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CAN,CAN2_2,CRDPREV,RACE,HIS
886392,2018,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,62.5,,,56.8,67.9,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART4_0,CRDPREV,GENDER,GENM
886396,2016,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,30.7,,,29.0,32.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW1_1,CRDPREV,RACE,HIS
886397,2012,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,41.5,,,30.4,53.5,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST6_2,CRDPREV,GENDER,GENF
886399,2017,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,30.2,,,25.1,35.8,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,GENDER,GENF
886402,2019,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Crude Prevalence,46.2,,,41.7,50.9,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_3,CRDPREV,OVERALL,OVR
886414,2011,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,7.9,,,6.8,9.1,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,GENDER,GENF
886415,2019,PR,Puerto Rico,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Age-adjusted Prevalence,61.8,,,53.8,69.2,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART2_2,AGEADJPREV,GENDER,GENF
886417,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,2.7,,,1.9,3.7,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,AGEADJPREV,GENDER,GENM
886419,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Crude Prevalence,36.8,,,35.4,38.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,CRDPREV,RACE,HIS
886421,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,0.8,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.3,1.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW4_2,MEDIAN,RACE,HIS
886426,2012,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,66.1,,,64.6,67.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW2_1,CRDPREV,RACE,HIS
886437,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,35.7,,,29.2,42.7,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,OVERALL,OVR
886438,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,19.6,,,14.1,26.7,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD9_1,AGEADJPREV,OVERALL,OVR
886440,2017,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,20.4,,,14.7,27.5,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_1,CRDPREV,GENDER,GENF
886447,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,18.8,,,11.8,28.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD9_1,AGEADJPREV,RACE,HIS
886449,2017,PR,Puerto Rico,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,5.0,,,3.5,7.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA2_2,CRDPREV,RACE,HIS
886451,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,32.6,,,28.0,37.6,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,GENDER,GENF
886452,2012,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,41.6,,,31.5,52.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST6_2,CRDPREV,RACE,HIS
886455,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Crude Prevalence,19.5,,,18.0,21.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW11_1,CRDPREV,RACE,HIS
886460,2014,PR,Puerto Rico,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,82.2,,,79.7,84.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CAN,CAN1_0,AGEADJPREV,RACE,HIS
886462,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,39.4,,,30.6,48.8,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD8_0,CRDPREV,GENDER,GENF
886468,2013,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,13.8,,,12.9,14.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA2_1,AGEADJPREV,RACE,HIS
886470,2019,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,6.7,,,5.6,8.1,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,AGEADJPREV,GENDER,GENF
886471,2014,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,29.0,,,26.7,31.5,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,AGEADJPREV,GENDER,GENM
886473,2017,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,73.2,,,64.4,80.5,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA11_2,AGEADJPREV,OVERALL,OVR
886474,2018,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,19.6,,,16.8,22.8,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENM
886476,2011,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,10.0,,,9.2,11.0,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST1_1,AGEADJPREV,OVERALL,OVR
886477,2014,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,14.7,,,8.5,24.1,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,GENDER,GENM
886478,2012,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,27.5,,,24.0,31.3,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA10_0,CRDPREV,GENDER,GENF
886482,2018,PR,Puerto Rico,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,79.2,,,76.7,81.5,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN2_1,CRDPREV,OVERALL,OVR
886483,2016,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,33.3,,,31.1,35.6,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,AGEADJPREV,GENDER,GENF
886488,2018,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,43.6,,,33.4,54.3,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD9_2,AGEADJPREV,GENDER,GENF
886500,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,8.7,,,5.0,14.7,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0,CRDPREV,GENDER,GENF
886503,2018,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,24.3,,,19.5,29.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,RACE,HIS
886504,2014,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,39.8,,,34.5,45.3,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_2,AGEADJPREV,GENDER,GENF
886506,2018,PR,Puerto Rico,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,10.4,,,7.4,14.4,Gender,Male,POINT (-66.590149 18.220833),72,ORH,ORH4_1,AGEADJPREV,GENDER,GENM
886507,2012,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,63.4,,,61.2,65.6,Gender,Male,POINT (-66.590149 18.220833),72,ORH,ORH1_1,AGEADJPREV,GENDER,GENM
886514,2012,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,17.3,,,12.6,23.3,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST6_1,AGEADJPREV,GENDER,GENF
886515,2015,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,13.7,,,12.5,15.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,RACE,HIS
886517,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,16.1,,,10.1,24.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD10_1,AGEADJPREV,RACE,HIS
886520,2014,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,18.6,,,13.8,24.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD8_0,AGEADJPREV,RACE,HIS
886530,2013,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.0,,,26.5,29.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS
886532,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,4.6,,,3.4,6.2,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,GENDER,GENM
886533,2012,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,25.7,,,22.8,28.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA11_3,CRDPREV,RACE,HIS
886535,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,12.5,,,7.4,20.2,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0_1,AGEADJPREV,GENDER,GENF
886540,2017,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,30.1,,,21.2,40.9,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD8_0,CRDPREV,GENDER,GENF
